months,revenue,rent,salaries,marketing,subscriptions,utilities,other,total_expenses,net_profit,archetype
1997-05-01,8725737059.67,1070.43,1811730.94,245836.93,1739.22,0.96,8886.54,2069265.02,8723667794.65,source
1997-06-01,10790742911.45,1043.97,2000504.59,412599.88,1885.99,1.04,9669.78,2425705.25,10788317206.2,source
1997-07-01,9636699412.98,794.28,2003501.81,328034.49,3270.88,1.27,10788.79,2346391.52,9634353021.46,source
1997-08-01,14078580551.07,788.25,2298789.06,157589.22,3279.59,1.6,11257.5,2471705.22,14076108845.85,source
1997-09-01,17087424016.25,817.89,3052957.13,129157.26,3743.92,3.35,14074.91,3200754.46,17084223261.79,source
1997-10-01,21042932030.42,577.82,2324690.03,146258.37,5773.48,3.26,12308.16,2489611.12,21040442419.3,source
1997-11-01,21214314067.21,687.09,2843159.99,265468.73,8115.93,2.33,13614.63,3131048.7,21211183018.51,source
1997-12-01,16244646997.78,691.59,2587657.6,332875.32,7979.5,1.96,14571.75,2943777.72,16241703220.06,source
1998-01-01,23120924704.11,1145.15,1756543.93,415434.23,7507.04,1.71,12100.61,2192732.67,23118731971.44,source
1998-02-01,21615187252.9,1023.12,1300590.23,470342.97,7975.18,1.39,13212.88,1793145.77,21613394107.13,source
1998-03-01,19981591088.72,1093.36,1390392.13,444196.36,11034.95,1.3,10083.7,1856801.8,19979734286.92,source
1998-04-01,18518792308.75,896.31,1207213.28,360321.26,9435.98,1.38,10867.3,1588735.51,18517203573.24,source
1998-05-01,24763610546.24,836.94,988257.68,374764.22,14267.78,1.4,10204.26,1388332.28,24762222213.96,source
1998-06-01,25571187518.39,840.99,1002216.46,316143.04,10722.96,1.53,7158.84,1337083.82,25569850434.57,source
1998-07-01,21927031788.13,776.55,1047643.4,271805.73,12287.06,1.29,5648.15,1338162.18,21925693625.95,source
1998-08-01,25298920810.09,658.45,1094945.07,195835.48,12961.97,2.08,6647.95,1311051.0,25297609759.09,source
1998-09-01,30815307333.42,665.51,1178351.79,134635.99,22402.44,2.07,6439.81,1342497.61,30813964835.81,source
1998-10-01,33112721896.91,700.76,1691162.79,116556.83,21227.75,2.32,5648.33,1835298.78,33110886598.13,source
1998-11-01,27801775878.99,830.3,1556143.46,104542.28,20399.97,2.59,7725.73,1689644.33,27800086234.66,source
1998-12-01,25860864589.5,816.51,1788077.7,107408.72,33375.48,2.48,6498.0,1936178.89,25858928410.61,source
1999-01-01,27267619705.19,626.58,1505256.51,75494.77,42657.44,1.64,5386.31,1629423.25,27265990281.94,source
1999-02-01,31517592353.8,702.68,1135723.74,92957.1,42194.47,1.46,6372.84,1277952.29,31516314401.51,source
1999-03-01,34611106077.92,741.56,955624.57,86427.23,37695.35,1.22,5457.6,1085947.53,34610020130.39,source
1999-04-01,32143304280.2,801.35,952866.99,58625.8,40392.71,1.31,3460.24,1056148.4,32142248131.8,source
1999-05-01,37184236386.89,948.63,996955.64,52987.08,26926.38,2.07,3849.02,1081668.82,37183154718.07,source
1999-06-01,36776779705.13,690.37,945596.21,49664.6,25964.02,2.27,2713.88,1024631.35,36775755073.78,source
1999-07-01,38661640056.57,719.54,819004.9,61835.4,37538.22,1.91,3048.95,922148.92,38660717907.65,source
1999-08-01,42970707273.3,758.72,723616.29,64758.91,45595.96,1.4,2124.14,836855.42,42969870417.88,source
1999-09-01,43114098662.02,566.84,633409.54,46890.84,46781.76,1.32,1929.82,729580.12,43113369081.9,source
1999-10-01,48303677937.02,573.62,846213.67,49726.26,52327.22,1.45,2088.87,950931.09,48302727005.93,source
1999-11-01,46294077956.01,726.78,915011.5,48979.41,68127.11,2.74,2048.26,1034895.8,46293043060.21,source
1999-12-01,55631305819.87,767.8,727431.35,44559.92,85174.15,3.32,1707.59,859644.13,55630446175.74,source
2000-01-01,66023742106.58,601.24,721060.06,21154.67,51346.35,3.08,1700.75,795866.15,66022946240.43,source
2000-02-01,78697565392.69,733.55,857622.31,28988.86,68194.76,3.14,2144.14,957686.76,78696607705.93,source
2000-03-01,75651800732.47,875.94,1078526.44,38281.1,76550.96,2.67,1985.44,1196222.55,75650604509.92,source
2000-04-01,68725215544.87,951.1,1600169.74,40692.3,77540.85,3.06,1628.27,1720985.32,68723494559.55,source
2000-05-01,65561560852.74,627.52,1507956.48,43752.43,99202.07,2.33,1012.66,1652553.49,65559908299.25,source
2000-06-01,76981104759.18,448.95,1369461.97,50572.32,75386.89,1.62,1508.64,1497380.39,76979607378.79,source
2000-07-01,89065588193.81,388.53,1753695.32,65268.48,116212.82,1.33,1701.46,1937267.94,89063650925.87,source
2000-08-01,85062897803.11,473.94,2045412.8,37088.29,95627.69,1.39,1706.48,2180310.59,85060717492.52,source
2000-09-01,73423636061.49,529.79,1180910.43,27173.52,69099.17,1.28,1377.47,1279091.66,73422356969.83,source
2000-10-01,53659101375.05,453.92,1157935.34,25263.39,67568.59,1.5,1649.81,1252872.55,53657848502.5,source
2000-11-01,48369311562.65,430.06,1180662.11,22583.31,77527.39,1.58,1714.57,1282919.02,48368028643.63,source
2000-12-01,58894690430.39,288.88,1192410.71,12660.47,50874.57,1.32,1409.42,1257645.37,58893432785.02,source
2001-01-01,47603524196.82,191.13,992957.42,10469.33,36749.16,1.27,1177.16,1041545.47,47602482651.35,source
2001-02-01,48643509017.21,187.75,696651.8,7746.25,46030.29,1.19,1350.11,751967.39,48642757049.82,source
2001-03-01,54136873789.8,303.72,703677.62,9754.39,30858.9,0.71,1420.34,746015.68,54136127774.12,source
2001-04-01,60932883157.23,305.86,656804.52,14871.91,32432.25,0.53,1290.68,705705.75,60932177451.48,source
2001-05-01,61447220345.06,303.84,721163.5,16217.42,31647.66,0.4,1140.19,770473.01,61446449872.05,source
2001-06-01,74289137865.13,286.6,743276.46,12533.93,24157.12,0.32,951.95,781206.38,74288356658.75,source
2001-07-01,87482685851.69,333.03,699863.53,5762.56,31121.4,0.25,788.65,737869.42,87481947982.27,source
2001-08-01,94060665151.48,558.1,761188.8,5033.48,34806.42,0.24,850.54,802437.58,94059862713.9,source
2001-09-01,85380138636.72,449.67,830461.45,3272.48,41504.36,0.3,885.88,876574.14,85379262062.58,source
2001-10-01,71575645967.92,351.71,990322.62,3594.82,54452.24,0.38,1098.53,1049820.3,71574596147.62,source
2001-11-01,64111938259.95,263.96,683861.79,5102.82,40400.66,0.4,1101.94,730731.57,64111207528.38,source
2001-12-01,75640134437.8,284.4,818627.9,5474.84,62738.28,0.3,1119.5,888245.22,75639246192.58,source
2002-01-01,127917516738.55,330.56,658487.62,9349.11,71905.33,0.32,1085.99,741158.93,127916775579.62,source
2002-02-01,158748041739.81,191.07,527654.25,8410.09,93468.71,0.3,928.08,630652.5,158747411087.31,source
2002-03-01,158369060657.93,189.29,535379.69,6070.33,59954.25,0.28,925.56,602519.4,158368458138.53,source
2002-04-01,155236668587.14,236.14,586494.4,5960.22,44897.91,0.24,813.31,638402.22,155236030184.92,source
2002-05-01,140010427766.39,250.99,710868.17,5739.61,30473.24,0.32,778.87,748111.2,140009679655.19,source
2002-06-01,122673937385.79,350.53,886303.87,7282.99,42787.9,0.33,711.03,937436.65,122672999949.14,source
2002-07-01,99217775305.11,430.95,1323576.37,7215.41,36794.23,0.35,693.31,1368710.62,99216406594.49,source
2002-08-01,92394299273.96,325.42,1185543.62,5526.02,26189.87,0.49,585.35,1218170.77,92393081103.19,source
2002-09-01,82931238180.88,344.09,1250218.09,6134.93,18206.69,0.6,507.93,1275412.33,82929962768.55,source
2002-10-01,112737842047.39,292.33,1202150.87,6809.38,9009.11,0.52,530.4,1218792.61,112736623254.78,source
2002-11-01,90279357464.41,331.21,1196977.33,7239.21,8250.92,0.57,478.28,1213277.52,90278144186.89,source
2002-12-01,91099854738.66,454.76,1154321.61,6963.16,5578.32,0.47,280.75,1167599.07,91098687139.59,source
2003-01-01,85053201222.89,505.31,1480220.6,9642.76,4155.43,0.42,299.66,1494824.18,85051706398.71,source
2003-02-01,113104559277.05,562.55,1618105.11,13208.18,6545.28,0.29,278.25,1638699.66,113102920577.39,source
2003-03-01,160123083374.1,983.64,2033043.96,19647.61,4221.87,0.23,306.34,2058203.65,160121025170.45,source
2003-04-01,251351116984.76,932.74,2148147.31,28266.08,6167.73,0.3,333.33,2183847.49,251348933137.27,source
2003-05-01,280045622110.09,865.36,2005501.58,34159.18,8052.97,0.22,383.18,2048962.49,280043573147.6,source
2003-06-01,264634830480.82,512.56,1872555.3,39639.82,5482.09,0.19,426.44,1918616.4,264632911864.42,source
2003-07-01,220691808881.78,535.43,2228552.63,35564.36,4956.77,0.23,439.74,2270049.16,220689538832.62,source
2003-08-01,206525696662.78,318.99,2485439.28,38553.06,8418.18,0.22,447.37,2533177.1,206523163485.68,source
2003-09-01,330788211778.39,306.3,2050199.25,28959.66,16875.89,0.21,533.56,2096874.87,330786114903.52,source
2003-10-01,464433273177.7,279.57,2788190.95,27727.4,13903.61,0.25,658.78,2830760.56,464430442417.14,source
2003-11-01,485041667222.81,358.78,3003102.35,21320.19,17045.95,0.26,743.27,3042570.8,485038624652.01,source
2003-12-01,520513163514.87,303.81,3872123.66,20891.48,24773.62,0.29,991.58,3919084.44,520509244430.43,source
2004-01-01,567232066110.12,208.63,6109999.91,15623.16,18678.73,0.4,1021.82,6145532.65,567225920577.47,source
2004-02-01,417267213304.66,168.27,6864003.19,14819.75,8018.67,0.29,856.1,6887866.27,417260325438.39,source
2004-03-01,524109703502.87,179.9,6789082.67,16410.64,8542.05,0.24,740.83,6814956.33,524102888546.54,source
2004-04-01,594647416037.65,192.22,5424545.59,16371.51,7535.87,0.21,766.44,5449411.84,594641966625.81,source
2004-05-01,530690602418.42,211.46,4810538.0,13587.69,5112.51,0.21,627.53,4830077.4,530685772341.02,source
2004-06-01,526494451494.69,157.12,4819800.52,15773.58,5640.32,0.31,582.42,4841954.27,526489609540.42,source
2004-07-01,519838568449.7,146.73,4023134.59,14957.49,5158.46,0.27,428.73,4043826.27,519834524623.43,source
2004-08-01,485989882707.16,162.08,4370788.92,20389.55,4695.19,0.15,494.35,4396530.24,485985486176.92,source
2004-09-01,461495703689.9,156.23,3915125.34,16164.31,7237.44,0.19,433.69,3939117.2,461491764572.7,source
2004-10-01,461092947213.63,151.21,3207199.33,11755.89,7657.7,0.26,595.96,3227360.35,461089719853.28,source
2004-11-01,409953800853.02,188.81,2203510.29,11738.93,8508.55,0.29,624.26,2224571.13,409951576281.89,source
2004-12-01,375906225737.66,248.44,2299347.5,11937.34,8923.9,0.38,524.31,2320981.87,375903904755.79,source
2005-01-01,295819072991.35,240.55,1714495.07,12398.19,14554.36,0.3,460.18,1742148.65,295817330842.7,source
2005-02-01,283834309848.92,204.33,1577953.73,8498.71,16185.84,0.29,451.01,1603293.91,283832706555.01,source
2005-03-01,363457012575.61,217.29,1926769.86,13281.68,27526.96,0.21,561.18,1968357.18,363455044218.43,source
2005-04-01,372902724490.98,241.23,1719000.64,13697.48,22366.78,0.25,492.94,1755799.32,372900968691.66,source
2005-05-01,514388174983.53,204.54,1921261.38,16560.71,38701.91,0.23,590.91,1977319.68,514386197663.85,source
2005-06-01,584772971281.38,271.91,2145480.36,21684.4,37133.97,0.16,604.61,2205175.41,584770766105.97,source
2005-07-01,636733898522.3,202.97,1844586.77,14640.71,36459.55,0.15,651.07,1896541.22,636732001981.08,source
2005-08-01,733775331806.99,252.04,2312434.0,15636.96,30856.2,0.14,655.19,2359834.53,733772971972.46,source
2005-09-01,570824630983.34,271.32,2037735.62,19512.93,23894.9,0.18,669.91,2082084.86,570822548898.48,source
2005-10-01,507073464622.4,326.54,2175438.03,24497.97,27247.41,0.19,667.43,2228177.57,507071236444.83,source
2005-11-01,637634261696.12,472.92,2226255.2,28257.1,19505.89,0.18,576.35,2275067.64,637631986628.48,source
2005-12-01,647304183323.77,386.29,2310080.35,42919.53,18305.18,0.15,539.15,2372230.65,647301811093.12,source
2006-01-01,497918055269.27,479.35,2113938.98,28523.01,19053.59,0.2,484.34,2162479.47,497915892789.8,source
2006-02-01,456385766278.94,687.26,1765449.38,50198.13,19304.56,0.17,411.04,1836050.54,456383930228.4,source
2006-03-01,416727971571.31,590.16,1666179.9,46670.72,17668.75,0.19,332.08,1731441.8,416726240129.51,source
2006-04-01,569381598441.3,494.21,1489431.99,32941.15,23071.24,0.23,486.95,1546425.77,569380052015.53,source
2006-05-01,576444576753.28,440.74,1479927.89,37249.79,31418.56,0.2,439.3,1549476.48,576443027276.8,source
2006-06-01,811779495341.03,538.14,1527495.97,31017.9,37423.28,0.19,395.22,1596870.7,811777898470.33,source
2006-07-01,795395955440.03,594.33,1841982.65,25920.43,24233.83,0.15,317.81,1893049.2,795394062390.83,source
2006-08-01,876613818982.04,500.17,1842897.46,46584.49,46899.65,0.13,392.04,1937273.94,876611881708.1,source
2006-09-01,737915122009.63,746.87,2241159.37,57178.17,30487.67,0.12,488.76,2330060.96,737912791948.67,source
2006-10-01,730168728571.51,752.76,1978482.49,40084.5,25322.73,0.12,486.9,2045129.5,730166683442.01,source
2006-11-01,748543005931.74,888.08,1834945.87,43774.08,30482.11,0.18,594.31,1910684.63,748541095247.11,source
2006-12-01,868156700497.0,846.68,1324870.08,34293.81,43756.4,0.15,657.98,1404425.1,868155296071.9,source
2007-01-01,662643064954.91,710.6,1093896.09,26419.35,40784.83,0.27,632.69,1162443.83,662641902511.08,source
2007-02-01,518248839832.71,559.33,1177934.17,27729.92,31913.18,0.33,829.74,1238966.67,518247600866.04,source
2007-03-01,537249429249.58,456.89,1449094.04,30409.24,23305.04,0.26,1049.04,1504314.51,537247924935.07,source
2007-04-01,561574389062.98,392.2,1540067.24,18333.28,20117.4,0.31,1307.43,1580217.86,561572808845.12,source
2007-05-01,534543484053.84,483.61,1889285.96,22653.82,29928.26,0.39,1509.15,1943861.19,534541540192.65,source
2007-06-01,739002071974.15,416.8,1279946.06,26282.63,35545.13,0.41,1448.56,1343639.59,739000728334.56,source
2007-07-01,798372474010.63,431.18,1193193.86,34198.6,33144.52,0.37,1577.81,1262546.34,798371211464.29,source
2007-08-01,871040367842.54,402.23,1313480.22,35084.55,26918.76,0.33,1647.81,1377533.9,871038990308.64,source
2007-09-01,788482417553.14,443.46,1123196.29,33747.21,23249.66,0.34,2072.84,1182709.8,788481234843.34,source
2007-10-01,896922825025.97,519.69,1262404.62,38236.03,27739.83,0.26,2359.78,1331260.21,896921493765.76,source
2007-11-01,963742961390.5,742.6,1605966.28,68558.88,24578.44,0.2,2823.29,1702669.69,963741258720.81,source
2007-12-01,1116014894644.81,706.97,1363790.58,76516.82,18113.46,0.24,3700.05,1462828.12,1116013431816.69,source
2008-01-01,1213000839035.0,658.75,2204100.37,111640.73,17978.95,0.26,5803.73,2340182.79,1212998498852.21,source
2008-02-01,1348209265361.69,720.0,1696804.41,73236.43,26019.76,0.43,5082.79,1801863.82,1348207463497.87,source
2008-03-01,1687254953413.13,563.83,1740640.67,65793.84,18558.08,0.45,4506.95,1830063.82,1687253123349.31,source
2008-04-01,2161807114244.34,728.28,2276679.19,105205.3,14699.57,0.45,6149.63,2403462.42,2161804710781.92,source
2008-05-01,1902854593813.7,942.06,2652097.62,109407.52,10241.71,0.76,7533.54,2780223.21,1902851813590.49,source
2008-06-01,2218150208711.85,1292.99,3102344.18,100303.23,10454.26,0.76,9351.5,3223746.92,2218146984964.93,source
2008-07-01,2110620673817.39,1689.51,2509915.79,88764.21,12010.39,0.68,6923.02,2619303.6,2110618054513.79,source
2008-08-01,2248282489861.53,1402.43,2675069.67,88293.5,13707.7,0.85,6014.2,2784488.35,2248279705373.18,source
2008-09-01,2442652613437.26,1439.9,2475128.34,117060.24,11047.6,0.89,6973.79,2611650.76,2442650001786.5,source
2008-10-01,2418990634527.76,1545.16,2469835.56,145076.03,15555.44,0.79,6570.67,2638583.65,2418987995944.11,source
2008-11-01,2056680518289.36,1327.13,1721486.67,179785.43,15171.89,0.82,7628.84,1925400.78,2056678592888.58,source
2008-12-01,2231949911100.06,976.14,1937966.15,165207.53,16259.18,0.96,7954.44,2128364.4,2231947782735.66,source
2009-01-01,2057753400819.79,836.54,2482178.0,146122.04,13488.16,1.06,7118.46,2649744.26,2057750751075.53,source
2009-02-01,2801793732301.33,1037.83,2464368.99,211489.86,15472.16,1.05,7912.26,2700282.15,2801791032019.18,source
2009-03-01,3541020390911.18,1152.07,1511501.24,246066.13,11794.62,0.96,9203.89,1779718.91,3541018611192.27,source
2009-04-01,3522910075589.46,1222.72,1913300.04,216336.09,13622.07,1.31,7664.3,2152146.53,3522907923442.93,source
2009-05-01,3806666007361.8,1437.6,2419877.29,214417.59,14190.45,1.5,7728.07,2657652.5,3806663349709.3,source
2009-06-01,5559764581489.07,1484.9,2094540.96,151986.52,11939.52,1.3,7114.58,2267067.78,5559762314421.29,source
2009-07-01,7376488294353.09,1557.03,3268898.41,173717.36,6376.15,1.55,8876.92,3459427.42,7376484834925.67,source
2009-08-01,6290291967133.88,1006.34,3149200.47,137719.36,9861.08,1.46,11902.09,3309690.8,6290288657443.08,source
2009-09-01,6063882312782.11,1306.94,2975441.37,113525.56,8857.46,1.59,11150.84,3110283.76,6063879202498.35,source
2009-10-01,6229669118571.25,1485.87,2112692.02,129811.41,8412.91,1.53,9989.77,2262393.51,6229666856177.74,source
2009-11-01,3943637371073.12,1206.9,2457840.38,113402.76,8515.16,1.39,8857.41,2589824.0,3943634781249.12,source
2009-12-01,4351404764124.52,1612.65,2192838.94,92974.72,9532.46,1.24,8215.07,2305175.08,4351402458949.44,source
2010-01-01,5049765627280.84,1892.22,2782766.89,59031.78,12591.13,1.16,7180.72,2863463.9,5049762763816.94,source
2010-02-01,4464484055895.24,1555.25,1875566.53,69142.27,10250.48,1.46,5232.69,1961748.68,4464482094146.56,source
2010-03-01,4022227384795.48,1274.1,1681532.8,55253.31,8151.16,2.07,5554.79,1751768.23,4022225633027.25,source
2010-04-01,4644544495801.9,1366.06,1764161.09,71796.58,6043.42,2.06,6422.94,1849792.15,4644542646009.75,source
2010-05-01,3451905558978.28,1493.03,2413015.17,62401.0,6673.94,1.29,7050.76,2490635.19,3451903068343.09,source
2010-06-01,4279273106568.63,1863.5,2982345.24,123524.8,4923.85,1.32,7097.63,3119756.34,4279269986812.29,source
2010-07-01,5721751512501.25,1710.31,2451193.95,92290.32,4115.56,1.51,5948.72,2555260.37,5721748957240.88,source
2010-08-01,5474960215557.35,2115.1,3180368.78,75629.5,3762.33,1.62,4430.09,3266307.42,5474956949249.93,source
2010-09-01,5678012228352.93,2170.22,2359717.27,80460.78,3779.35,1.35,4150.31,2450279.28,5678009778073.65,source
2010-10-01,5703414425574.68,2024.53,2140153.98,63473.95,2575.1,1.17,3038.06,2211266.79,5703412214307.89,source
2010-11-01,4798862627307.15,1733.99,1774311.77,64887.94,2123.88,1.09,2793.95,1845852.62,4798860781454.53,source
2010-12-01,5830959213154.53,2177.08,1504557.74,32605.0,2242.9,1.08,2057.85,1543641.65,5830957669512.88,source
2011-01-01,4584742204391.54,2194.9,1708595.85,29745.09,2584.64,1.51,1880.87,1745002.86,4584740459388.68,source
2011-02-01,5955517626118.0,1729.66,1786766.55,41945.51,3472.97,1.85,1755.45,1835671.99,5955515790446.01,source
2011-03-01,4680951747185.56,1753.39,2365570.93,51758.26,6117.17,1.48,1944.46,2427145.69,4680949320039.87,source
2011-04-01,4206636232026.24,2145.87,3853610.81,56996.99,5811.22,1.49,2116.56,3920682.94,4206632311343.3,source
2011-05-01,4173872264322.31,2160.04,2991385.32,49461.79,8884.97,1.67,2737.47,3054631.26,4173869209691.05,source
2011-06-01,5032050059497.3,2820.77,2926586.38,29365.59,7146.06,1.33,2676.92,2968597.05,5032047090900.25,source
2011-07-01,6501272637156.32,3423.89,2415943.71,31582.8,7168.47,1.42,1852.27,2459972.56,6501270177183.76,source
2011-08-01,9178689681896.45,3698.09,1548319.64,36869.77,7284.85,1.7,1561.41,1597735.46,9178688084160.99,source
2011-09-01,9506106894491.54,3813.25,1100579.15,36088.88,6600.96,1.55,1765.85,1148849.64,9506105745641.9,source
2011-10-01,12761662666470.13,4413.07,867161.25,30320.56,4455.2,1.88,1311.36,907663.32,12761661758806.81,source
2011-11-01,14809362623997.85,4121.01,845709.76,34804.74,5816.89,1.85,1050.34,891504.59,14809361732493.26,source
2011-12-01,13077058172051.18,4818.11,856557.02,23584.83,3700.09,2.59,966.88,889629.52,13077057282421.66,source
2012-01-01,16079747529824.61,4596.78,856393.11,43324.55,4785.02,2.74,968.89,910071.09,16079746619753.52,source
2012-02-01,15756539420219.27,4320.42,1006740.26,35967.57,9231.8,3.13,1084.84,1057348.02,15756538362871.25,source
2012-03-01,15396815825586.4,3123.13,863431.95,30257.43,7537.98,2.81,1407.9,905761.2,15396814919825.2,source
2012-04-01,19099945749923.55,2576.06,720136.01,37414.68,11253.36,2.25,1778.67,773161.03,19099944976762.52,source
2012-05-01,20739120675627.42,1965.08,1014523.51,32379.69,10528.55,1.92,1800.11,1061198.86,20739119614428.56,source
2012-06-01,21837431063690.92,1895.23,817319.19,26857.09,14019.47,1.7,1170.71,861263.39,21837430202427.53,source
2012-07-01,26722830892835.03,1625.43,907164.08,23995.58,13292.04,1.18,1181.69,947260.0,26722829945575.03,source
2012-08-01,32326686747595.06,1187.69,1041948.26,41059.4,12402.84,1.19,1495.44,1098094.82,32326685649500.24,source
2012-09-01,34669945635528.58,1197.35,1024382.83,39133.42,13278.85,1.24,1176.56,1079170.25,34669944556358.33,source
2012-10-01,37402994374061.24,1525.6,1274315.68,61550.59,7231.06,0.95,1414.78,1346038.66,37402993028022.59,source
2012-11-01,35818772803503.02,2499.87,1132868.33,108622.14,6429.82,0.85,1386.48,1251807.49,35818771551695.53,source
2012-12-01,40970183462179.92,3326.73,1036409.17,222746.28,5943.17,0.65,2089.39,1270515.39,40970182191664.53,source
2013-01-01,38189429861147.02,4971.67,936297.37,210851.15,6410.2,0.59,2505.33,1161036.31,38189428700110.71,source
2013-02-01,35101476704184.04,6169.83,800125.23,187882.44,8540.16,0.5,2248.86,1004967.02,35101475699217.02,source
2013-03-01,29470850050847.72,7705.43,1017789.75,265713.05,12499.53,0.64,2640.21,1306348.61,29470848744499.11,source
2013-04-01,28961800796144.24,7461.34,1208963.21,196499.68,10925.93,0.65,2567.38,1426418.19,28961799369726.05,source
2013-05-01,30652141453560.38,6984.98,1088475.8,259826.07,11260.53,0.48,2107.3,1368655.16,30652140084905.22,source
2013-06-01,39665589972603.48,6580.62,1414869.81,240472.25,14647.59,0.73,2371.81,1678942.81,39665588293660.66,source
2013-07-01,43978422409951.66,9463.83,1019141.65,384693.58,20846.49,0.68,2469.72,1436615.95,43978420973335.7,source
2013-08-01,46963233474115.37,9653.43,1271355.04,436262.09,18070.22,0.64,3315.94,1738657.36,46963231735458.01,source
2013-09-01,50218856943995.67,11748.97,1250435.66,373077.08,20013.44,0.69,4846.61,1660122.45,50218855283873.22,source
2013-10-01,53523610478814.43,14802.22,1245941.1,704396.9,10719.08,0.8,4194.46,1980054.56,53523608498759.87,source
2013-11-01,60019131170619.69,14941.86,1222475.84,744019.23,7596.06,1.15,4368.29,1993402.43,60019129177217.26,source
2013-12-01,55050446093581.26,15094.15,1161094.01,700514.09,8065.2,1.15,5105.59,1889874.19,55050444203707.07,source
2014-01-01,74454270401381.94,13651.21,992098.29,383948.25,6754.69,1.65,4453.15,1400907.24,74454269000474.7,source
2014-02-01,86992486822324.61,15174.09,1126112.66,561420.17,9068.46,1.72,4813.54,1716590.64,86992485105733.97,source
2014-03-01,94220526460372.72,16029.86,1031645.45,466790.38,13804.22,1.24,4548.47,1532819.62,94220524927553.1,source
2014-04-01,123829944049065.08,11400.32,1549796.33,453689.91,12924.5,1.42,3377.52,2031190.0,123829942017875.08,source
2014-05-01,149822640023202.22,10805.68,1328551.2,319526.95,12193.51,1.07,2205.44,1673283.85,149822638349918.38,source
2014-06-01,230105880563316.4,10039.9,1087482.1,373427.47,12924.81,0.85,2989.55,1486864.68,230105879076451.72,source
2014-07-01,222591546543474.4,9515.42,576960.56,403760.61,12560.1,0.57,2920.51,1005717.77,222591545537756.62,source
2014-08-01,255949709511269.1,7493.22,786728.74,616077.28,12175.97,0.43,2409.81,1424885.45,255949708086383.66,source
2014-09-01,290763838811081.2,4856.49,933394.34,746510.52,7507.54,0.57,3479.02,1695748.48,290763837115332.7,source
2014-10-01,282655934944237.44,6392.95,1191106.41,635579.39,4456.88,0.6,3422.84,1840959.07,282655933103278.4,source
2014-11-01,328439626237860.0,5261.2,1250808.96,554626.33,3957.13,0.68,3172.59,1817826.89,328439624420033.1,source
2014-12-01,329191516365230.5,8125.78,865465.92,382342.86,3807.46,0.93,3943.08,1263686.03,329191515101544.5,source
2015-01-01,275567009482684.62,6793.79,883793.49,312120.89,4153.24,1.09,4430.43,1211292.93,275567008271391.7,source
2015-02-01,368786081263866.4,8322.14,933906.57,471805.96,6198.6,1.07,4687.7,1424922.04,368786079838944.3,source
2015-03-01,475392457625692.2,9783.41,835333.7,473518.08,5424.91,1.06,5315.56,1329376.72,475392456296315.44,source
2015-04-01,620208169617446.2,11568.23,717102.35,521280.85,5721.39,0.91,3786.15,1259459.88,620208168357986.4,source
2015-05-01,614183258157675.4,11701.23,561142.44,616120.77,13162.96,0.94,5125.2,1207253.54,614183256950421.9,source
2015-06-01,742349819752148.8,9022.94,513097.62,396851.89,13641.75,1.19,4839.15,937454.54,742349818814694.2,source
2015-07-01,676625501301719.1,10065.58,420448.2,693688.93,13899.54,1.33,5825.61,1143929.19,676625500157789.9,source
2015-08-01,796210068742305.2,12151.07,373262.26,684751.33,13709.63,1.28,5777.89,1089653.46,796210067652651.8,source
2015-09-01,773150692070189.1,11375.37,442562.19,459837.59,19382.5,1.18,6120.02,939278.85,773150691130910.2,source
2015-10-01,771482339718072.4,6386.33,509108.25,556635.38,16641.3,1.35,7831.87,1096604.48,771482338621467.9,source
2015-11-01,920376398258068.0,8179.72,585983.75,396329.43,12567.8,1.22,9876.99,1012938.91,920376397245129.1,source
2015-12-01,1182224082635090.0,13240.15,697719.48,339801.75,16989.49,1.31,12799.91,1080552.09,1182224081554538.0,source
2016-01-01,1218408540536734.8,13731.26,685473.13,358133.63,17957.78,1.03,11738.44,1087035.27,1218408539449699.5,source
2016-02-01,1521194526578321.5,16766.62,837496.34,307181.52,21364.89,0.79,12253.03,1195063.19,1521194525383258.2,source
2016-03-01,1962150079958274.5,13494.82,711257.32,365545.0,27016.15,0.84,13399.19,1130713.32,1962150078827561.2,source
2016-04-01,1810884507666881.2,10665.75,707255.86,390731.26,36009.01,0.71,16675.16,1161337.75,1810884506505543.5,source
2016-05-01,2046987345256587.5,19703.28,796451.54,563467.97,18326.4,0.56,15175.22,1413124.97,2046987343843462.5,source
2016-06-01,1550349679781869.0,21298.29,733185.09,688921.82,17952.44,0.6,12026.81,1473385.05,1550349678308484.0,source
2016-07-01,1261115158567035.2,19290.9,840487.37,766242.27,20269.37,0.84,7699.12,1653989.87,1261115156913045.5,source
2016-08-01,1228692363069409.8,12032.99,704023.42,689412.4,16106.57,0.91,9144.72,1430721.01,1228692361638688.8,source
2016-09-01,1609373197872858.5,12647.82,923057.83,821895.82,10171.14,0.86,10402.86,1778176.33,1609373196094682.2,source
2016-10-01,1436709362532050.8,12882.48,843308.32,992373.74,10977.8,0.81,10045.33,1869588.48,1436709360662462.2,source
2016-11-01,1344704932253021.2,13429.82,728295.95,1301664.75,12141.05,0.84,9638.87,2065171.28,1344704930187850.0,source
2016-12-01,1336781266521486.8,7750.08,946511.8,1458215.42,21714.6,0.63,14449.14,2448641.67,1336781264072845.0,source
2017-01-01,1410966537172277.2,6197.72,1180109.41,2318287.94,32825.85,0.62,18823.93,3556245.47,1410966533616031.8,source
